curso,no_ies,est,mun,val
ARTES VISUAIS,FACULDADES INTEGRADAS BARROS MELO,PE,Olinda,298.37
QU?ICA,FACULDADE PIO D?IMO,SE,Aracaju,298.36
PEDAGOGIA,CENTRO UNIVERSIT?RIO FACOL,PE,Vit?ia de Santo Ant?,298.02
MATEM?TICA,FACULDADES INTEGRADAS DA VIT?IA DE SANTO ANT?,PE,Vit?ia de Santo Ant?,296.48
ADMINISTRA?O,FACULDADE SANTA MARIA,PB,Cajazeiras,295.49
ENGENHARIA AGR?OLA E AMBIENTAL,FACUDADE IEDUCARE - FIED,CE,Tiangu?,295.4
PEDAGOGIA,"FACULDADE DE TECNOLOGIA, EDUCA?O SUPERIOR E PROFISSIONAL",PI,Teresina,294.02
PEDAGOGIA,FACULDADE METROPOLITANA DA GRANDE RECIFE,PE,Jaboat? dos Guararapes,291.69
PEDAGOGIA,CENTRO UNIVERSIT?RIO SANTO AGOSTINHO,PI,Teresina,290.26
PEDAGOGIA,FACULDADE DO SERT? BAIANO,BA,Monte Santo,288.91
PSICOLOGIA,CENTRO UNIVERSIT?RIO S? MIGUEL,PE,Recife,284.64
CI?CIAS CONT?BEIS,FACULDADE ZACARIAS DE G?S,BA,Valen?,283.5
PEDAGOGIA,CENTRO DE ENSINO SUPERIOR DO VALE S? FRANCISCO,PE,Bel? do S? Francisco,282.18
PEDAGOGIA,FACULDADES INTEGRADAS DA VIT?IA DE SANTO ANT?,PE,Vit?ia de Santo Ant?,280.42
GEST? COMERCIAL,CENTRO UNIVERSIT?RIO JORGE AMADO,BA,Salvador,278.87
LOG?TICA,Faculdade de Ci?cias de Goiana,PE,Timba?ba,276.08
LETRAS - PORTUGU? E ESPANHOL,FACULDADE PIO D?IMO,SE,Aracaju,275.13
PEDAGOGIA,CENTRO UNIVERSIT?RIO BRASILEIRO,PE,Recife,269.09
GEST? DE RECURSOS HUMANOS,FACULDADE DO MARANH?,MA,S? Lu?,268.32
AN?LISE E DESENVOLVIMENTO DE SISTEMAS,FACULDADE DE TECNOLOGIA ATENEU,CE,Fortaleza,268.19
MARKETING,FACULDADE DE ADMINISTRA?O E NEG?IOS DE SERGIPE,SE,Aracaju,267.44
SERVI? SOCIAL,FACULDADE BATISTA BRASILEIRA,BA,Salvador,265.67
LETRAS,FACULDADES INTEGRADAS DA VIT?IA DE SANTO ANT?,PE,Vit?ia de Santo Ant?,265.6
GEST? DA TECNOLOGIA DA INFORMA?O,CENTRO UNIVERSIT?RIO DE JO? PESSOA,PB,Jo? Pessoa,265.44
CI?CIAS CONT?BEIS,Faculdade Unirb - Feira de Santana,BA,Alagoinhas,265.19
CI?CIAS CONT?BEIS,Centro Universit?io Favip Wyden,PE,Caruaru,263.72
GEST? DE RECURSOS HUMANOS,FACULDADE JARDINS,SE,Aracaju,254.18
PEDAGOGIA,Faculdade de Ci?cias de Timba?ba,PE,Timba?ba,250.52
PEDAGOGIA,FACULDADE PIO DECIMO DE CANINDE DO SAO FRANCISCO,SE,Canind?de S? Francisco,250.46
EDUCA?O F?ICA,CENTRO DE ENSINO SUPERIOR DO VALE S? FRANCISCO,PE,Bel? do S? Francisco,248.92
ADMINISTRA?O,Faculdade do Maci? do Baturit?,CE,Maracana?,248.39
ADMINISTRA?O,FACULDADE FIGUEIREDO COSTA - FIC,AL,Macei?,246.43
CI?CIAS CONT?BEIS,FACULDADE DE CI?CIAS CONT?BEIS DE RECIFE,PE,Olinda,243.27
ADMINISTRA?O,"Faculdade Brasileira de Ensino, Pesquisa e Extens?",PB,Jo? Pessoa,243.14
AN?LISE E DESENVOLVIMENTO DE SISTEMAS,CENTRO UNIVERSIT?RIO ATENEU,CE,Fortaleza,242.06
SERVI? SOCIAL,CENTRO UNIVERSIT?RIO S? MIGUEL,PE,Recife,240.21
RADIOLOGIA,Centro Universit?io Fanor Wyden,CE,Fortaleza,239.21
HIST?IA,Faculdade Dom Pedro II de Sergipe,BA,Salvador,236.29
CI?CIAS BIOL?ICAS,CENTRO UNIVERSIT?RIO CESMAC,AL,Macei?,234.82
PEDAGOGIA,Faculdade do Complexo Educacional Santo Andr?,RN,A?,231.78
PEDAGOGIA,FACULDADE JARDINS,SE,Aracaju,227.49
HIST?IA,UNIVERSIDADE POTIGUAR,RN,Natal,224.81
SISTEMAS DE INFORMA?O,Faculdade Integral Diferencial Wyden,CE,Fortaleza,222.67
HIST?IA,FACULDADE INTERNACIONAL DO DELTA,PI,Parna?a,220.92
ADMINISTRA?O,Faculdade Pit?oras da Para?a,PB,Jo? Pessoa,218.57
SERVI? SOCIAL,FACULDADE RAIMUNDO MARINHO,AL,Penedo,218.42
GASTRONOMIA,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU DE MACEI?,PE,Recife,215.76
PEDAGOGIA,FACULDADE SANT?SIMO SACRAMENTO,BA,Salvador,214.59
SERVI? SOCIAL,CENTRO UNIVERSIT?RIO DOS GUARARAPES,PE,Jaboat? dos Guararapes,213.37
PEDAGOGIA,Faculdade do Maci? do Baturit?,CE,Maracana?,211.22
PEDAGOGIA,FACULDADE DA ESCADA,PE,Escada,210.14
DESIGN GR?FICO,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU DE MACEI?,PE,Recife,207.09
GEST? DA PRODU?O INDUSTRIAL,FACULDADE METROPOLITANA DA GRANDE RECIFE,PE,Jaboat? dos Guararapes,204.02
LETRAS COM PORTUGU? E ESPANHOL,FACULDADE DA ESCADA,PE,Escada,198.16
PEDAGOGIA,CENTRO UNIVERSIT?RIO MAUR?IO DE NASSAU DE MACEI?,PE,Recife,179.29
CI?CIAS AERON?UTICAS,CENTRO UNIVERSI?RIO UNIFTC SALVADOR,BA,Salvador,174.35
GEST? P?LICA,FACULDADE S? FRANCISCO DE JUAZEIRO,BA,Juazeiro,152.22
PEDAGOGIA,CENTRO UNIVERSIT?RIO ARNALDO HOR?CIO FERREIRA,BA,Lu? Eduardo Magalh?s,128.87
GEST? HOSPITALAR,FACULDADE LABORO,MA,S? Lu?,126.57
REDES DE COMPUTADORES,Centro Universit?io da Amaz?ia,PB,Campina Grande,122.16
GEST? DE RECURSOS HUMANOS,Faculdade Dom Pedro II de Sergipe,BA,Salvador,120.84
FARM?CIA,FACULDADE UNINASSAU ARACAJU,SE,Aracaju,114.89
DIREITO,Faculdade Vidal de Limoeiro,CE,Limoeiro do Norte,111.11
GEST? FINANCEIRA,CENTRO UNIVERSIT?RIO ATENEU,CE,Fortaleza,97.12
AN?LISE E DESENVOLVIMENTO DE SISTEMAS,FACULDADE UNINASSAU JO? PESSOA,PB,Jo? Pessoa,83.45
LETRAS - INGL?,UNIVERSIDADE CAT?ICA DO SALVADOR,BA,Salvador,58.79
ADMINISTRA?O,Centro Universit?io Tiradentes de Pernambuco,PE,Recife,53.29
